wave,locale,slug,source_id,status,quality_score,has_translated_title,has_translated_body,source_indexable,slug_resolved,sitemap_eligible_yes_no,missing_reason,route_status,list_eligible_reason,in_live_xml
"21","es","ingrid-josefin-ridky-academic-scholarship-ckp5xj968mvo","1664f70b-060f-4811-b830-de8f6deefa23","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","musical-arts-leadership-scholarship-shgxpgwi38zh","02315ada-4fe6-48e0-aced-315eb8925082","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","ingrid-josefin-ridky-academic-scholarship-ckp5xj968mvo","1664f70b-060f-4811-b830-de8f6deefa23","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","virginia-museum-of-fine-arts-undergraduate-scholarship-zfswgp5dxwem","6cf84a24-93f2-44b0-87d4-a1906fd25c61","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","virginia-museum-of-fine-arts-undergraduate-scholarship-zfswgp5dxwem","6cf84a24-93f2-44b0-87d4-a1906fd25c61","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","texas-section-awwa-scholarship-zqyntkgtsrou","0b4e0ff8-8928-4afa-92db-184e9fa31693","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","texas-section-awwa-scholarship-zqyntkgtsrou","0b4e0ff8-8928-4afa-92db-184e9fa31693","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","gladys-srivastava-graduate-award-at-university-of-waterloo-gladys-srivastava-graduate-award","2e6c07e6-f48a-47e7-b034-9c8ce62d071b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","harjit-sandhu-criminal-justice-scholarship-uue8kcn4pdkc","5526144a-35e2-42b7-895d-3b7c90a4cab2","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","phcc-national-auxiliary-scholarship-qepsxdnmxuuq","02ca5805-660a-46a2-b85e-67fdab881c14","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","paah-single-course-scholarship-at-victoria-university-of-wellington-2026-paah-single-course-scholarship-a","4f6802ef-a64a-4947-8817-bbf277aa73c9","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","musical-arts-leadership-scholarship-shgxpgwi38zh","02315ada-4fe6-48e0-aced-315eb8925082","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","paah-single-course-scholarship-at-victoria-university-of-wellington-2026-paah-single-course-scholarship-a","4f6802ef-a64a-4947-8817-bbf277aa73c9","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","diversity-inclusion-scholarship-qnrwyb7ypon9","5875178b-b448-48d9-8318-cc082a599db7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","california-youth-leadership-scholarship-tpodtg6wk5k4","04872e2c-0c36-4d5f-95cb-b743a5931392","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","california-youth-leadership-scholarship-tpodtg6wk5k4","04872e2c-0c36-4d5f-95cb-b743a5931392","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","professor-beryl-nashar-scholarship-for-excellence-in-geology-2025-professor-beryl-nashar-scholarsh","10f1dafc-2b0d-45c1-88e0-405b4a0b584a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","nora-van-burgh-development-scholarship-thijt4p1htgs","6ee17197-334f-4964-807a-71908c0d67b4","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","global-governance-masters-fellowship-at-university-of-waterloo-2026-global-governance-masters-fellow","5fe29693-2e1d-4afd-a95d-ac23defff275","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","catherine-thorp-cramb-prize-in-doctors-mental-health-at-university-of-qu-catherine-thorpcramb-prize-in-do","3ec6a4db-4c86-4a22-8e53-e6df9cdc692b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","nora-van-burgh-development-scholarship-thijt4p1htgs","6ee17197-334f-4964-807a-71908c0d67b4","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","diversity-inclusion-scholarship-qnrwyb7ypon9","5875178b-b448-48d9-8318-cc082a599db7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","graduate-experience-awards-at-university-of-waterloo-2026-graduate-experience-awards-at-un","384d9d86-443e-457b-8439-f68bede596ba","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","graduate-experience-awards-at-university-of-waterloo-2026-graduate-experience-awards-at-un","384d9d86-443e-457b-8439-f68bede596ba","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","global-governance-masters-fellowship-at-university-of-waterloo-2026-global-governance-masters-fellow","5fe29693-2e1d-4afd-a95d-ac23defff275","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","eva-dimitrov-md-and-pahpm-student-scholarship-n8jnxayqfcqv","0428100f-469d-4537-bc64-258984ad6885","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","catherine-thorp-cramb-prize-in-doctors-mental-health-at-university-of-qu-catherine-thorpcramb-prize-in-do","3ec6a4db-4c86-4a22-8e53-e6df9cdc692b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","phcc-national-auxiliary-scholarship-qepsxdnmxuuq","02ca5805-660a-46a2-b85e-67fdab881c14","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","fr","eva-dimitrov-md-and-pahpm-student-scholarship-n8jnxayqfcqv","0428100f-469d-4537-bc64-258984ad6885","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"21","es","professor-beryl-nashar-scholarship-for-excellence-in-geology-2025-professor-beryl-nashar-scholarsh","10f1dafc-2b0d-45c1-88e0-405b4a0b584a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","swinburne-international-scholarship-at-swinburne-university-of-technolog-scholarships-for-international-s","0378c531-4ed6-429e-802a-d52da976d2d1","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","the-university-of-waikato-gems-scholarship-2026-the-university-of-waikato-gems-s","0f9d470d-21ce-4171-a425-8707a143637a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","swinburne-international-scholarship-at-swinburne-university-of-technolog-scholarships-for-international-s","0378c531-4ed6-429e-802a-d52da976d2d1","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","pears-britten-award-in-singing-at-university-of-auckland-2026-pears-britten-award-in-singing","383a6970-bd10-4ce1-b178-4163a1d48f3a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","graduate-assistantships-at-university-of-south-carolina-2026-international-graduate-assistant","0f9be938-356c-40ce-84c2-4e8fe1b9377f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","nie-phd-scholarship-at-ntu-2026-international-phd-position-in-si","37fe27e4-448e-498a-99b6-af6467c9a504","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","pears-britten-award-in-singing-at-university-of-auckland-2026-pears-britten-award-in-singing","383a6970-bd10-4ce1-b178-4163a1d48f3a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","bakemark-canada-award-at-red-river-college-polytech-2026-bakemark-canada-award-at-red-riv","322eeb07-c3fa-4b26-82c2-f94048cb2dd7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","dr-noel-hynes-memorial-graduate-scholarship-at-university-of-waterloo-20-dr-noel-hynes-memorial-graduate-","6e5fa63d-ddf8-474a-be9c-3b4db393b199","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","department-of-philosophy-graduate-essay-prize-at-university-of-waterloo--department-of-philosophy-graduat","185e4164-e45e-489f-a5a8-d2e4dadf9f19","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","nie-phd-scholarship-at-ntu-2026-international-phd-position-in-si","37fe27e4-448e-498a-99b6-af6467c9a504","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","presidential-scholarship-at-columbia-college-2026-presidential-scholarship","5f05346d-c612-41ac-8e6f-3d725549afdd","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","academic-scholarship-for-excellence-at-korea-university-2026-academic-scholarship-for-excelle","60558364-9475-41b7-9236-afa16b5e355f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","stevens-fulbright-fellowship-at-stevens-institute-of-technology-2026-stevens-fulbright-fellowship-at-","11b6a811-745d-495d-8eb3-31ecc97ff696","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","university-of-waikato-doctoral-scholarship-2026-university-of-waikato-te-kotahi-","725ceac9-48c3-4685-b9ff-992fe0cbf4aa","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","deans-undergraduate-scholarship-at-leeds-beckett-university-2026-undergraduate-scholarship-at-lee","4c4b8be1-33ef-4918-86c7-4e6f1017077c","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","the-university-of-waikato-gems-scholarship-2026-the-university-of-waikato-gems-s","0f9d470d-21ce-4171-a425-8707a143637a","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","presidential-scholarship-at-columbia-college-2026-presidential-scholarship","5f05346d-c612-41ac-8e6f-3d725549afdd","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","arnold-bros-transport-ltd-award-for-heavy-duty-equipment-mechanic-at-red-arnold-bros-transport-ltd-award-","4d26b630-dd89-4b82-a723-048779cfe1b3","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","ku-global-leader-scholarship-2026-ku-global-leader-scholarship","321c0371-bff6-400a-895f-03319d9ec425","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","assistive-technology-award-at-red-river-college-polytech-2026-assistive-technology-award-at-re","18b11050-1526-48e9-a2ec-4b2b211f3cf2","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","corrine-williams-scholarship-kysnnwlisouo","01c16c1e-143c-4de2-b59e-575d2e1d2753","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","stevens-fulbright-fellowship-at-stevens-institute-of-technology-2026-stevens-fulbright-fellowship-at-","11b6a811-745d-495d-8eb3-31ecc97ff696","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","bakemark-canada-award-at-red-river-college-polytech-2026-bakemark-canada-award-at-red-riv","322eeb07-c3fa-4b26-82c2-f94048cb2dd7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","ku-global-leader-scholarship-2026-ku-global-leader-scholarship","321c0371-bff6-400a-895f-03319d9ec425","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","academic-scholarship-for-excellence-at-korea-university-2026-academic-scholarship-for-excelle","60558364-9475-41b7-9236-afa16b5e355f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","tuition-remission-program-faculty-and-staff-benefit-at-stevens-institute-tuition-remission-program-facult","50ef2d4e-3e24-43d0-8da1-b1ffea8b09b7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","babcock-canada-award-for-indigenous-aircraft-maintenance-engineer-studen-babcock-canada-award-for-indigen","1db3618f-6229-4bce-8069-5353a453c359","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","assistive-technology-award-at-red-river-college-polytech-2026-assistive-technology-award-at-re","18b11050-1526-48e9-a2ec-4b2b211f3cf2","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","babcock-canada-award-for-indigenous-aircraft-maintenance-engineer-studen-babcock-canada-award-for-indigen","1db3618f-6229-4bce-8069-5353a453c359","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","brittan-scholarship-2026-for-masters-studies-up-to-20-000-2026-05-20-brittan-scholarship-2","17ee4678-0b32-4877-9247-d8e2d7db007b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","arnold-bros-transport-ltd-award-for-heavy-duty-equipment-mechanic-at-red-arnold-bros-transport-ltd-award-","4d26b630-dd89-4b82-a723-048779cfe1b3","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","corrine-williams-scholarship-kysnnwlisouo","01c16c1e-143c-4de2-b59e-575d2e1d2753","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","graduate-assistantships-at-university-of-south-carolina-2026-international-graduate-assistant","0f9be938-356c-40ce-84c2-4e8fe1b9377f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","fubon-scholarship-at-duke-kunshan-university-2026-fubon-scholarship-for-undergradu","282855cd-a57b-43ed-9bf8-2e286fd4d355","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","dr-noel-hynes-memorial-graduate-scholarship-at-university-of-waterloo-20-dr-noel-hynes-memorial-graduate-","6e5fa63d-ddf8-474a-be9c-3b4db393b199","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","department-of-philosophy-graduate-essay-prize-at-university-of-waterloo--department-of-philosophy-graduat","185e4164-e45e-489f-a5a8-d2e4dadf9f19","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","university-of-central-lancashire-franchise-scholarship-2026-27-university-of-central-lancashire","10e72bb0-7fbc-4e00-bda0-269eff2d30e6","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","daytech-manufacturing-ltd-prize-at-university-of-waterloo-2026-daytech-manufacturing-ltd-prize-","25609795-afd8-42c2-8553-6bdad3a8bf75","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","anu-phd-scholarship-2026-anu-phd-scholarship","11634b4f-9a17-488a-a412-a2e248819138","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","daytech-manufacturing-ltd-prize-at-university-of-waterloo-2026-daytech-manufacturing-ltd-prize-","25609795-afd8-42c2-8553-6bdad3a8bf75","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","anu-phd-scholarship-2026-anu-phd-scholarship","11634b4f-9a17-488a-a412-a2e248819138","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","master-excellence-fellowships-at-epfl-2026-epfl-excellence-fellowships","71f14fd4-c04e-463b-b46e-cbb9eea41ad7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","master-excellence-fellowships-at-epfl-2026-epfl-excellence-fellowships","71f14fd4-c04e-463b-b46e-cbb9eea41ad7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","brittan-scholarship-2026-for-masters-studies-up-to-20-000-2026-05-20-brittan-scholarship-2","17ee4678-0b32-4877-9247-d8e2d7db007b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","fr","fubon-scholarship-at-duke-kunshan-university-2026-fubon-scholarship-for-undergradu","282855cd-a57b-43ed-9bf8-2e286fd4d355","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","deans-undergraduate-scholarship-at-leeds-beckett-university-2026-undergraduate-scholarship-at-lee","4c4b8be1-33ef-4918-86c7-4e6f1017077c","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","university-of-central-lancashire-franchise-scholarship-2026-27-university-of-central-lancashire","10e72bb0-7fbc-4e00-bda0-269eff2d30e6","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","university-of-waikato-doctoral-scholarship-2026-university-of-waikato-te-kotahi-","725ceac9-48c3-4685-b9ff-992fe0cbf4aa","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"22","es","tuition-remission-program-faculty-and-staff-benefit-at-stevens-institute-tuition-remission-program-facult","50ef2d4e-3e24-43d0-8da1-b1ffea8b09b7","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","mechanicsville-high-school-ptsa-scholarship-djxmqz5j0gmj","1d1db538-8afa-4b9e-a332-f3f9b81c2257","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","the-charles-curry-memorial-scholarship-hm9dkftids4f","6c58c87d-e279-4b57-8aac-e11000babd10","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","creeds-ruritan-club-scholarship-9tygl5nl9e4f","163b726a-fd17-4d3a-a4a6-44abc3ba6073","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","lunenburg-county-farm-bureau-scholarship-15itxabqnqrd","24cda170-29d3-4dfa-9472-69c7a88bd301","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","sharon-murphy-excellence-in-education-scholarship-im74vcglzjip","300cc485-fdb4-4aca-ac46-f55d301d56bd","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","claude-w-wright-memorial-scholarship-6uxktfkrrfvx","49303e65-f072-4094-8f2e-ee9e6ec60e79","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","virginia-state-university-scholarship-idz4cxsda93b","68bbef36-5bc5-4ff5-afa3-a6af36cedf12","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","patrick-bowman-memorial-music-scholarship-zeptcfes4kzs","70b05b65-36b7-465c-98c7-46a482fb169b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","hickory-ruritan-club-curtis-old-scholarship-mbqlrqq2qdh9","6da0fc45-709b-4ada-8eed-8bbb5bac262e","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","claude-w-wright-memorial-scholarship-6uxktfkrrfvx","49303e65-f072-4094-8f2e-ee9e6ec60e79","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","karen-ann-coffman-memorial-nursing-scholarship-vjvqutnnlpiy","725bc7a6-248d-462a-bd13-7fd2d2f15f84","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","el-dorado-hills-chamber-of-commerce-university-scholarship-4qdmbmniusnz","3265bd72-6ab6-4d80-92e3-41b74bdc1999","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","patrick-bowman-memorial-music-scholarship-zeptcfes4kzs","70b05b65-36b7-465c-98c7-46a482fb169b","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","mecklenburg-county-farm-bureau-scholarship-8aaux4iuasb4","209d52ea-803f-4938-9168-a3a7b0757f46","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","creeds-ruritan-club-scholarship-9tygl5nl9e4f","163b726a-fd17-4d3a-a4a6-44abc3ba6073","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","farmville-masonic-lodge-scholarship-8zgt1qqh9ceb","16a22009-acb8-4922-94da-01b61120643f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","tom-goerger-memorial-scholarship-0xp4z8qupn3q","20f8fefb-2266-4d05-882f-3cc04dfe19f6","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","hickory-ruritan-club-curtis-old-scholarship-mbqlrqq2qdh9","6da0fc45-709b-4ada-8eed-8bbb5bac262e","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","virginia-state-university-scholarship-idz4cxsda93b","68bbef36-5bc5-4ff5-afa3-a6af36cedf12","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","r-j-golubic-memorial-scholarship-8vulwgcztrik","68e93014-2368-4c3a-91f8-21b5ec5e102d","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","floyd-clark-memorial-mechanicsville-high-school-ptsa-scholarship-4s5ektpmmf19","4912cd89-214f-4c39-96cd-d7124c6992a2","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","tom-goerger-memorial-scholarship-0xp4z8qupn3q","20f8fefb-2266-4d05-882f-3cc04dfe19f6","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","the-charles-curry-memorial-scholarship-hm9dkftids4f","6c58c87d-e279-4b57-8aac-e11000babd10","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","mechanicsville-high-school-ptsa-scholarship-djxmqz5j0gmj","1d1db538-8afa-4b9e-a332-f3f9b81c2257","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","el-dorado-hills-chamber-of-commerce-university-scholarship-4qdmbmniusnz","3265bd72-6ab6-4d80-92e3-41b74bdc1999","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","sharon-murphy-excellence-in-education-scholarship-im74vcglzjip","300cc485-fdb4-4aca-ac46-f55d301d56bd","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","floyd-clark-memorial-mechanicsville-high-school-ptsa-scholarship-4s5ektpmmf19","4912cd89-214f-4c39-96cd-d7124c6992a2","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","transforming-communities-the-dan-french-real-estate-scholarship-qymzakh2tklv","2e362844-269d-4aa2-b56c-f90273782c02","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","virginia-society-of-agricultural-and-rural-professionals-scholarship-3cwoxgang6y5","25b68c97-1d49-47ec-9168-23ce371d4436","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","the-reverend-dr-william-r-laws-memorial-scholarship-yruhj6jwnofn","1287094b-bc16-498c-920a-aeb6e47f42da","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","lunenburg-county-farm-bureau-scholarship-15itxabqnqrd","24cda170-29d3-4dfa-9472-69c7a88bd301","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","karen-ann-coffman-memorial-nursing-scholarship-vjvqutnnlpiy","725bc7a6-248d-462a-bd13-7fd2d2f15f84","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","farmville-masonic-lodge-scholarship-8zgt1qqh9ceb","16a22009-acb8-4922-94da-01b61120643f","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","transforming-communities-the-dan-french-real-estate-scholarship-qymzakh2tklv","2e362844-269d-4aa2-b56c-f90273782c02","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","r-j-golubic-memorial-scholarship-8vulwgcztrik","68e93014-2368-4c3a-91f8-21b5ec5e102d","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","mecklenburg-county-farm-bureau-scholarship-8aaux4iuasb4","209d52ea-803f-4938-9168-a3a7b0757f46","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","virginia-society-of-agricultural-and-rural-professionals-scholarship-3cwoxgang6y5","25b68c97-1d49-47ec-9168-23ce371d4436","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","the-reverend-dr-william-r-laws-memorial-scholarship-yruhj6jwnofn","1287094b-bc16-498c-920a-aeb6e47f42da","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","susan-colleen-and-miranda-louise-bushey-memorial-scholarship-0ohkizlh30zi","50124137-9c5e-43fa-ac0b-d3b2dbb0ff44","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","susan-colleen-and-miranda-louise-bushey-memorial-scholarship-0ohkizlh30zi","50124137-9c5e-43fa-ac0b-d3b2dbb0ff44","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","mary-ann-heise-memorial-scholarship-p21zpwdratgb","325ec32f-cf95-4e2d-8e24-215bbb51e27e","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","mary-ann-heise-memorial-scholarship-p21zpwdratgb","325ec32f-cf95-4e2d-8e24-215bbb51e27e","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","es","louis-a-and-kathy-m-giovanini-scholarship-micwh1ppfyjr","5732cede-3a0d-4bea-952e-e8b99716196d","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
"23","fr","louis-a-and-kathy-m-giovanini-scholarship-micwh1ppfyjr","5732cede-3a0d-4bea-952e-e8b99716196d","published","90","yes","yes","yes","yes","yes","eligible","200","list:eligible","yes"
