id,title,source,score,bucket,url,apply_url,provider_url
a661d0e5-61e1-41e2-be3b-8706de406d87,Performing Arts Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/performing-arts-scholarship-waubonsee-community-college,https://bigfuture.collegeboard.org/scholarships/performing-arts-scholarship-waubonsee-community-college,
dfb60e23-9dbc-4839-8fed-beb7d47126a6,CodeWizardsHQ Educational Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/codewizardshq-educational-scholarship,https://bigfuture.collegeboard.org/scholarships/codewizardshq-educational-scholarship,
eab71d25-040f-45c4-b027-d6854834208d,Colorado Opportunity Scholarship Initiative (COSI),bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/colorado-opportunity-scholarship-initiative-cosi,https://bigfuture.collegeboard.org/scholarships/colorado-opportunity-scholarship-initiative-cosi,
f43d7d9a-6cf1-4898-97da-d1f29d2e6b48,MTA College Scholarship,bigfuture,75,usable_but_needs_check,https://bigfuture.collegeboard.org/scholarships/mta-college-scholarship,https://bigfuture.collegeboard.org/scholarships/mta-college-scholarship,
0b2ffd43-365b-4963-bc98-5b46a1579bdc,Sarah Scott Schofield Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/sarah-scott-schofield-scholarship,https://www.scholarships.com/scholarships/sarah-scott-schofield-scholarship,
0db754b5-0de5-4c9e-b6d6-78774ae581cb,Drew Swan Sibling Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/drew-swan-sibling-scholarship,https://www.scholarships.com/scholarships/drew-swan-sibling-scholarship,
1b772b4e-a9a4-4a54-882d-5eb597ffc78e,Wells Fargo Veterans Scholarship Program,scholarship_america,75,usable_but_needs_check,https://scholarshipamerica.org/scholarship/wellsfargoveterans/,https://start.scholarsapply.org//?programcycleid=62421,
1d6bc97f-cf77-432d-9952-99354f099c0b,Richard T. Gates Engineering and Technology Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/richard-t-gates-engineering-and-technology-endowed-challenge-scholarship,https://www.scholarships.com/scholarships/richard-t-gates-engineering-and-technology-endowed-challenge-scholarship,
2b0a7efd-b713-4f90-8839-5599bfbc793c,Adventuresinlove4Andie VEDS Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/adventuresinlove4andie-veds-scholarship,https://www.scholarships.com/scholarships/adventuresinlove4andie-veds-scholarship,
3dec4b74-c434-4066-a429-fff29775f07d,SJCF Bill Pollard Jr. Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/sjcf-bill-pollard-jr-scholarship,https://www.scholarships.com/scholarships/sjcf-bill-pollard-jr-scholarship,
4ee7f5b1-6c51-4efd-bbea-6d66970251e7,Kris Paper Legacy Scholarship For Women In Technology,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/kris-paper-legacy-scholarship-for-women-in-technology,https://www.scholarships.com/scholarships/kris-paper-legacy-scholarship-for-women-in-technology,
58496027-fc72-4922-bbb0-c2bd71a671ef,NDS Mike Lancaster Sophomore Merit Scholarship,scholarships_com,75,usable_but_needs_check,https://www.scholarships.com/scholarships/nds-mike-lancaster-sophomore-merit-scholarship,https://www.scholarships.com/scholarships/nds-mike-lancaster-sophomore-merit-scholarship,
