id,title,reason,missing_fields
0784806a-940e-4267-a6c5-b2e846dfa870,VSA Emerging Young Artists Program,missing:provider_name,provider_name
07a658f4-3e9b-4421-a23e-c9d823923315,Dallas Hispanic Law Foundation Scholarship Guide,missing:provider_name,provider_name
07b15229-e7f6-4460-8bb5-f4c1339f3e04,Palumbo Family Foundation Scholarships Guide,missing:provider_name,provider_name
07bc1ccc-5351-423f-8abb-f104692f5b52,Booksrun Scholarship Financial Aid,missing:provider_name,provider_name
07c5a8f3-38e1-4cb7-9d41-7fa1bbb8b060,RARE Scholars Program Scholarship,missing:provider_name,provider_name
07d5df74-7d4b-446f-90e0-3d638af061d6,Britt Kearce Memorial Scholarship Guide,missing:provider_name,provider_name
07e6921d-7bd2-4820-9374-5e7763a69ee7,George and Donna Nigh Public Service Scholarship,missing:provider_name,provider_name
07fdb5a8-d918-404d-a61b-019accadbdd0,The El Dorado Promise Scholarship,missing:provider_name,provider_name
080b3a5e-3927-438b-a297-02f6acec1f38,Heart Warrior Achievement Scholarship,missing:provider_name,provider_name
08181be5-a0b3-4f7a-8006-5c3f6552f895,Northwestern Mutual Childhood Cancer Sibling Scholarship,missing:provider_name,provider_name
08319407-48ed-4c5c-8188-4a50155ee407,RCI-IIBEC Foundation Lewis W. Newland Scholarship,missing:provider_name,provider_name
0836f6fa-ca2b-44b5-b572-4ca04495be33,Ohio Counties Scholarship USA 2026 Apply,missing:provider_name,provider_name
08400a9a-9873-4d07-9577-745562fc594b,Vermont State Grange Educational Aid Fund,missing:provider_name,provider_name
0844be14-41c9-4728-bbef-7a9570b0afc7,David A. Ladizki Scholarship,missing:provider_name,provider_name
08820e87-ee97-4b06-a9b9-69dad4baddeb,Wayne Perry EdD Student Research Award,garbage_phrase,
089416bd-9930-4374-8527-4b3820d30cfa,Bob Holkeboer Endowed Scholarship,garbage_phrase,
08a4310c-4ab3-42e3-ad06-602b98b278d2,Burger King Scholarship,missing:provider_name,provider_name
08bb568d-f3e8-48d6-b725-4b42b6f40aca,Sydney Policy Reform Project Scholarship,garbage_phrase,
08cdf39c-4c30-4570-ab2c-e56b706d072b,Need-Based Scholarship - Graduate U.S. Students,garbage_phrase,
08f7946f-3826-4de0-8f23-218d4d02d776,American Red Cross - Leaders Save Lives Scholarship,missing:provider_name,provider_name
0928d0a2-b533-4895-a33e-d0f32b89e51b,Miriam Croft Moeller Citizenship Award,missing:provider_name,provider_name
0937b3dd-91d1-453d-8e99-e86309bc4c14,Brian Terry Scholarship,missing:provider_name,provider_name
0945ad8a-9027-4918-9552-0058ff5f7cb6,Camden County Hero Scholarships,missing:provider_name,provider_name
094dc75d-172e-4cc0-b207-94679cea9618,AIAS Foundation Scholarship: Eligibility & Deadline,missing:provider_name,provider_name
097a19e5-a45f-4e11-919a-e9651752a7d4,PGCE Bursary,garbage_phrase,
09b10769-97d7-4140-a7ab-557c67040b0e,Towson University International Student Scholarship,missing:deadline,deadline
09bdcd71-03a7-4980-ab89-d78203315a6a,Elsa-Neumann-Scholarships,garbage_phrase,
09cc0e4e-185c-49f3-aa5a-cff2c4848d41,"San Patricio Electric Cooperative, Inc. Scholarship Guide",missing:provider_name,provider_name
09ce44c6-c254-4481-b829-4479e1e33fcb,A Twist of Fate Scholarship,missing:provider_name,provider_name
09fa8d22-1bd9-4c3f-ade6-eb93a8a34306,Sanctuary Scholarships,garbage_phrase,
0a2693ee-a1ad-4f75-b7c3-050ebecb5b7b,Texas Women in Public Finance Scholarship Guide,missing:provider_name,provider_name
0a2f12f6-8585-4c40-8c47-892ef496a929,Chinese Government Scholarship,garbage_phrase,
0a3875e9-1546-45b9-8502-50ccb8a008bb,Freedom From Religion Foundation Essay Contests,missing:provider_name,provider_name
0a465b09-95b6-4591-80ff-5d63b04c2d81,Mainely Character Scholarship,missing:provider_name,provider_name
0a54dd87-03a5-4772-8d8a-ec7e6baba4d4,Barry M. Goldwater Scholarship Application Guide,missing:provider_name,provider_name
0a57c969-5308-4ba7-bf3c-b51c2ca466cf,Jeff Sein Kwan Yang Memorial Scholarship,missing:provider_name,provider_name
0a855b21-e641-4a16-9c6f-9e42fdf0de30,NDSGC Undergraduate Scholarship Guide 2027,missing:provider_name,provider_name
0aa51245-55a8-42d2-9836-97cb2f842625,Montgomery G.I. Bill,missing:provider_name,provider_name
0ac0fdec-d7dc-42bd-996b-4b3ca57a1529,Duncan and Lillian McGregor Scholarships,missing:provider_name,provider_name
0ac3601f-8093-4657-8aa4-1f74edd80eea,Timothy L. Correll Foundation Memorial Scholarships,missing:provider_name,provider_name
0aea64a9-a274-49f3-ac5b-43001581b1e2,Helen Gee Chin Scholarship,missing:provider_name,provider_name
0af8d73f-97fa-4765-a939-004ad5579d96,MA TESOL Bursary,garbage_phrase,
0b0ce320-80f9-465b-90da-fd087776cebd,Barbara Caras Memorial Scholarship for Film Studies,missing:provider_name,provider_name
0b295e65-631f-418f-b1a9-3e3e56e2b640,West Virginia Water Environment Association,missing:provider_name,provider_name
0b2ef4fa-5ad6-40d7-9ea4-235299edd540,International Accommodation Award,garbage_phrase,
0b2ffd43-365b-4963-bc98-5b46a1579bdc,Sarah Scott Schofield Scholarship,missing:provider_name,provider_name
0b30ca28-6d58-4acf-a405-bd699b45a95f,Ngā Manu Trust Research Scholarship,garbage_phrase,
0b38f060-7bb9-436c-95a1-1da28d1238d7,Smith Scholarship Foundation,missing:provider_name,provider_name
0b3e6d25-a792-4f77-bab8-b537237a4c92,Grange Scholarship Endowment at the Pennsylvania State University,missing:provider_name,provider_name
0b52cf9f-7844-42a7-9240-c83cb3156c42,Live Deliberately Essay Contest,missing:provider_name,provider_name
0b65be07-b1c2-4e97-8ad4-dd3e8fd2e03b,UASCS - Fred R. Strutz Family Memorial Scholarship,missing:provider_name,provider_name
0b6c9ce6-76da-4d74-9d21-2f650f7a5dd4,JCF Ronald P. Wilmot Scholarship Guide 2027,missing:provider_name,provider_name
0b7ac321-1e1a-4741-8836-d2486844f910,Foster Love American Industries Scholarship,missing:provider_name,provider_name
0b7d515e-64af-47b1-8c2c-46b00fcce5d8,New Jersey Hall of Fame Arête Scholarship,missing:provider_name,provider_name
0b9cb6b3-a3d8-41fa-8671-7f41cf61f095,HelloNation Student Video Contest,missing:provider_name,provider_name
0ba3075b-c6a0-46e4-9802-8fac21c564d4,British Chevening Scholarship,garbage_phrase,
0bb00fa7-3a93-4233-ab7e-88b4dba99354,Florida Green Building Coalition Scholarship,missing:provider_name,provider_name
0bb114f7-9d4d-4a2c-99e8-5a6b329ce106,US Cup Tae Kwon Do Scholarship,missing:provider_name,provider_name
0bef1507-cd05-4ee6-beea-b4ff5ff8d741,The Mensa Foundation Scholarship Program,missing:provider_name,provider_name
0bfd909d-d94a-4cb4-ba62-1c16e2d1b896,Emerson Memorial Scholarship,missing:provider_name,provider_name
0c25d9da-78fb-4ff9-885e-177b4228ec38,CBA of GA J. Steven Walraven Memorial Scholarship,missing:provider_name,provider_name
0c573ca1-f230-4ef3-9ecf-7ddd30c37d97,SMUD Powering Futures Scholarship Details,missing:provider_name,provider_name
0c633f9b-db96-4a60-911c-4d65acfb12fc,AFSA National High School Essay Contest,missing:provider_name,provider_name
0c75b3e2-730b-4d3a-8ede-a1879cf65b1e,House Scholarship Foundation Aspiring Scholars Award,missing:provider_name,provider_name
0c7a88ed-6b1a-4ea8-8319-0e7c70dd7fca,International Post-degree Scholarship,garbage_phrase,
0c84b0fc-cbce-4889-84b1-08f50e172180,International Student Support Scholarship,garbage_phrase,
0c89ef99-b15d-489a-ab50-cc3ddc097949,David Malcolm Scholarship | Eligibility & Deadline,missing:provider_name,provider_name
0c8dd517-94d2-4940-b299-967ad28d154d,Victoria Merchant Saygbay Lifting Individuals through Education,missing:provider_name,provider_name
0c9a5e23-1805-4452-b5db-b58b853bc1f8,NYCDA Foundation College Scholarship deadline 2026 USA,missing:provider_name,provider_name
0cad3fa7-f6a4-4ce9-9975-32bd4928fd95,Odd Fellows Memorial Scholarship Eligibility & Deadline,missing:provider_name,provider_name
0cc89128-b60f-4b32-aad2-f1970d69a11e,MPOWER Global Citizen Scholarship,garbage_phrase,
0d00bfac-53ba-4161-b722-00528c0617f2,George Garrett Award,garbage_phrase,
0d20d9f2-ab5e-412d-9e81-1823cba2e04a,Pawsible Puppy Raiser Academic Scholarship,missing:provider_name,provider_name
0d34e875-fc47-45ba-bf0f-ce0e337a692e,Warwick Chemistry Overseas Taught Masters Scholarship,garbage_phrase,
0d417304-566e-42b8-b454-8891b87b71f5,United Methodist GBHEM Racial-Ethnic Specific Scholarships,missing:provider_name,provider_name
0d4e4774-97a4-4cf7-aa27-d638e96d09f5,Graduate Study in the USA Scholarship,garbage_phrase,
0d543c49-0446-4316-bf43-e36a253fa900,Sport Scholarships,garbage_phrase,
0d78b4b6-8747-468c-8928-687fb177b95c,Asia International Friendship Scholarship (Kawaguchi Shizuka Memorial Scholarship),garbage_phrase,
0dab9230-0e79-429d-a0b1-3a3b21c9354e,Mary E. Bivins Foundation Scholarships Guide,missing:provider_name,provider_name
0db754b5-0de5-4c9e-b6d6-78774ae581cb,Drew Swan Sibling Scholarship,missing:provider_name,provider_name
0dbf0583-a9bf-4788-88f4-c13eb3947f8f,Paragon’s ‘Relocate or Remodel?’ Scholarship,garbage_phrase,
0dc25125-4d53-4fbe-9c46-cd01689b60a2,Emmerson Family Medical Scholarship,garbage_phrase,
0de68732-097f-47af-9f50-b32c13b2b8a2,Washington HECB American Indian Endowed Scholarship,missing:provider_name,provider_name
0e0f0bd7-cad1-4def-a244-f6bb880819dc,GRCF Reach for Your Goal Scholarship,missing:provider_name,provider_name
0e1c0d3d-7c28-4c98-8852-9495c4cb483d,upGrad Quest Scholarship,garbage_phrase,
0e2c2b91-2ae4-40d9-a7b5-404341c7ce18,The Sir Hugh Kawharu Masters Scholarship for Innovation in Science,garbage_phrase,
0e2e673a-9b8f-4070-8b84-bc8ab7e3ce66,Professor Frank Monsour AM Scholarship,garbage_phrase,
0e3a1695-9005-4422-91cf-7dcd5670921a,Robert and Adelle Knox Spanish Language and Literature Scholarship Fund,garbage_phrase,
0e546e08-34ed-4bfb-b550-aa13bff6bb7a,Credit Union of NJ Foundation Scholarship,missing:provider_name,provider_name
0e7d911e-346e-4675-a894-f5704da4614b,Faculty of Science International Masters Scholarship for Physics,garbage_phrase,
0e8352e7-0737-427e-86b5-c87ce0354ab4,PinPoint Leak Detection's Innovation Scholarship,missing:provider_name,provider_name
0e89a3f3-ccde-4846-bf02-aa91c3734c31,EWNJ Graduate Merit Award Program,missing:provider_name,provider_name
0e8b2658-98d9-47ca-8d18-3674fc896b85,Order of Alhambra Scholarship USA 2026 Apply,missing:provider_name,provider_name
0e8c7f8a-9e27-4686-a684-b0c6737a4097,Forte Scholarships for Women,garbage_phrase,
0e9ad362-6aa2-416a-ab19-cfd7706c60ad,"ILCA Scholarship Program: Award, Deadline & How to Apply",missing:provider_name,provider_name
0ea7fa2f-a76e-48c9-a61d-5132e6d1985b,EnerGIS Scholarship,missing:provider_name,provider_name
0eaf006e-e742-4b3b-bab6-40389cfd8a84,Junior Service Club Scholarship 2027 Guide,missing:provider_name,provider_name
0ec1a674-d0c1-44b9-a414-7cf570974a3a,Tall Clubs International Student Scholarships,missing:provider_name,provider_name
0ed2bc51-5603-4dd9-98db-e881ebf9bf4c,Russell and Helen Missureli Scholarship,missing:provider_name,provider_name
0ed67a53-58be-4a5d-b1ae-8f770d6e8a1b,Law Office of Jae Lee Immigrant Student Scholarship,garbage_phrase,
0eef1bde-daa1-4804-b743-438b92abd46a,Sir Alan Stewart Postgraduate Scholarship,garbage_phrase,
0f0a5a8b-e4e3-4e83-b2d3-3a3687943d4f,EWITG Engineering Scholarship deadline 2026 USA,missing:provider_name,provider_name
0f0f5beb-627b-4d3c-a240-22cf2aa98299,Epilepsy Foundation of San Diego Scholarship Program,missing:provider_name,provider_name
0f3db924-90c1-4e46-b002-fff417c36bbe,"Edwards Scholarship: Eligibility, Deadline & How to Apply",missing:provider_name,provider_name
0f608e5a-cdbd-4a5d-b18f-2052c49d161a,IBS Starter Scholarships,missing:deadline,deadline
0f63eb1c-3fa7-47fd-8162-85a8e50fac4d,JLB Young Woman Leadership Scholarship,missing:provider_name,provider_name
0f6cb2d5-d021-4cc5-b2e2-1f52cee32a6b,"The WL ""Bill"" Byrnes Global Scholarship",garbage_phrase,
0f71d05b-4c2b-4660-b630-e02c930c7501,NAACP Environmental Scholarships,missing:provider_name,provider_name
0f839c0b-6f37-4a13-a7db-1212121cf4c0,Go City Education Scholarship,garbage_phrase,
0fd603d5-21e8-46d6-b273-1c113bb8185b,Volunteer of the Year,missing:deadline,deadline
0fe015f6-5144-4f5c-8849-fb50b29687ab,"Zonta Club of Washington, D.C. Undergraduate Scholarship",missing:provider_name,provider_name
0fe41fff-c389-453e-851d-9fa97928d15a,Kafi Foundry Foundation Scholarship Guide 2026,missing:provider_name,provider_name
0fea520e-578c-4ed9-93ac-d412371a19f6,PEO STAR Scholarship,missing:provider_name,provider_name
10139656-9c79-47d4-b4db-090d8970ba42,CSU Refugee and Asylum Seeker Scholarship,garbage_phrase,
1023690b-c8a7-427d-947f-640f02e14baa,Kathy Pace Technology Scholarship Guide,missing:provider_name,provider_name
103a382d-7b90-4bd8-a4a3-a2edb1503320,Chasers Charities Robinson Athletic Scholarship Program,missing:provider_name,provider_name
106aff16-2fae-49ea-b710-b82b99abc5c0,International Scholar Award,missing:deadline,deadline
1074bee3-2e27-4974-b8bb-a007a66803f8,Regions Riding Forward Scholarship Contest Guide,missing:provider_name,provider_name
10843dd7-f481-4434-b4b2-a0b12c9ce71e,Elks National Foundation Most Valuable Student Scholarship,missing:provider_name,provider_name
108e4861-ecfc-413b-a84b-28e480871983,Built Ford Tough Scholarship,missing:provider_name,provider_name
1099ec9c-2421-4d1d-886e-8c647b6a0e00,The Malaysian Technical Cooperation Programme (MTCP),garbage_phrase,
10a869f9-61f7-41a3-8cac-161167966169,Dream Big Scholarship USA 2026 Apply,missing:provider_name,provider_name
10cebcfd-582f-471c-813f-751efb492bbd,Women in STEM Empowerment Scholarship,missing:provider_name,provider_name
10e4fcb1-7c89-439f-a097-84b8a2884022,EMBA Early Application Scholarships,garbage_phrase,
10f18949-9ef2-410f-9caf-5ef4bbd68a4d,AIM Center for Independent Living Scholarship,missing:provider_name,provider_name
11138cfe-517f-4df8-b177-914ff05bc735,David Sankey Minority Scholarship in Meteorology,missing:provider_name,provider_name
112a8cb1-3ff5-4696-a6a2-76d651c544be,Strathclyde Business School Dean's Excellence award for International Students - September,garbage_phrase,
1136ff70-dc93-4a7d-93f3-e33ddc4c6ac3,William H. & Henrietta Y. Clough Memorial Scholarship Program,missing:provider_name,provider_name
11507891-1da4-4803-9049-31d128846e86,Bronx Injury Lawyers P.C. Essay Competition $500 Scholarship,garbage_phrase,
116aedc4-c3a2-49ef-977e-1c3f4486df00,Opsahl Dawson Accounting Scholarship,garbage_phrase,
11746f8c-372b-45f2-be68-1f29be59116e,Livinfrance Scholarship,garbage_phrase,
1191427b-58c8-4ddb-8c24-fc72a9679bbe,Apprentice Ecologist Scholarship,missing:provider_name,provider_name
11a17d77-7968-45b0-915a-48ae8acc8c50,Sports Global Excellence scholarship,garbage_phrase,
11cc6888-aa75-4fd9-8793-4e96110bbd55,AWP Prize for Undergrad Lit Mags,garbage_phrase,
11d8a26a-b712-4bbb-a048-83f0c24dd04a,Colorado Masons' Benevolent Fund Scholarships,missing:provider_name,provider_name
11eb31a6-56b8-4698-bdc0-49b0f1e33b4e,GO Grant,short_title,
12140f97-61fb-425f-9724-530145c5972b,Bernie Smillie Memorial Scholarship - Freeland Graduate,missing:provider_name,provider_name
124d989e-f496-40e0-a7b2-4356ff6479b2,Minnesota Association of Townships (MAT) Scholarship,missing:provider_name,provider_name
1250778f-5560-4cae-9edd-7abcd6c38405,School of Journalism Scholarships,garbage_phrase,
1255f100-e2cf-400f-b745-e303a785cfc0,Tommy Tranchin Award Scholarship Details,missing:provider_name,provider_name
125f7ceb-c714-4775-b8eb-994456658d1d,Korean American Scholarship Foundation-Southern Regional Chapter,missing:provider_name,provider_name
126950da-2c39-4cfd-8e54-31650d9def22,SILA Post Secondary College Scholarship,missing:provider_name,provider_name
1272d32a-129b-4ecc-86f2-c82c9b1b11c9,New York State Scholarships for Academic Excellence,missing:provider_name,provider_name
128333e2-0936-40ba-ae24-3aab768afd7a,University of Wolverhampton Sanctuary Scholarship,garbage_phrase,
1288418e-46a7-4f5e-87a5-9aac7ed351e1,NWCA Scholarship Foundation,missing:provider_name,provider_name
12898a44-94ad-4ce0-9a94-d3e19ec044fb,Minnesota Indian Scholarship Program Guide,missing:provider_name,provider_name
1293430d-5b8b-42c2-8aab-4f02dfb1a92d,Louis C. & Amy E. Nuernberger Memorial Scholarship,missing:provider_name,provider_name
1298e48f-d524-4784-b252-2c3c68b1ae53,Couch Oil Cares Scholarship USA 2026 Apply,missing:provider_name,provider_name
129a67d5-ad0b-44d4-b9b7-3e38739ad987,Julie Walter Memorial Scholarship Guide 2026,missing:provider_name,provider_name
12b16a24-b8bd-4b51-9985-191fc86607b9,Vermont Federal Credit Union Educational Scholarships,missing:provider_name,provider_name
12b6ecb7-99fc-4db5-aa1b-153e7734b5e9,Frank Sydenham Scholarships,garbage_phrase,
12c8c213-eb69-4ecd-8ff7-758a03cf115a,Toshiba/NSTA ExploraVision Science Competition,missing:provider_name,provider_name
12d2ff5f-1b1f-4854-87ae-f21951485f49,Monash International Tuition Scholarship (MITS),garbage_phrase,
12d547a7-cdf5-413d-bead-2bfb2428a272,DCU for Kids Memorial Scholarship,missing:provider_name,provider_name
12de6cea-4f35-493f-8b9e-0753c428d45d,Anchor Endowed and Administered Scholarships,missing:provider_name,provider_name
1319df9a-ef24-4779-add6-cb9ee14502ec,Breaking Barriers Scholarship - Denver Metro,missing:provider_name,provider_name
1328641b-4c7b-4984-bf63-36d16d370925,The Alexander Foundation Scholarships Guide,missing:provider_name,provider_name
132e23e8-0630-4990-90dc-5214e7e925fd,ServiceScape Scholarship,garbage_phrase,
132e260c-9c6f-4034-970e-443993c3ec43,The Whetstone Family Foundation Scholarship,missing:provider_name,provider_name
134fc115-2472-4a45-8211-11d60e9c5c95,Dr. Jason and Nicole Green College Scholarship,missing:provider_name,provider_name
137665f5-56cd-4009-aa25-621ae8a0d3fa,Stegall Charitable Educational Foundation Scholarship,missing:provider_name,provider_name
137a9ad2-2389-434c-8d68-2af362c3297b,Gerald W. & Edith F. Wallace Scholarship,missing:provider_name,provider_name
13874e34-29e5-4438-af47-d19dfedb36d4,WiNUP Fellowships,missing:provider_name,provider_name
13c69c45-921d-4755-bd99-9c3abd0f21dc,The Rick and Sherry Murray Medical Futures Scholarship,missing:provider_name,provider_name
13d047e7-6915-46fc-aa13-7f51a4108830,Asylum Seeker Scholarship,garbage_phrase,
13d3770d-3c39-4c20-a880-1fc88e3825b8,The KEDGE Business School Scholarship,garbage_phrase,
13e28cb3-4074-4a6a-a3e5-f7fadaa89230,CMU Sport Management Graduate Award,garbage_phrase,
13f3f0b3-0d22-4a0c-a4c6-89cb3b6d6fcc,Sustainable Agriculture & Forestry Scholarship,missing:provider_name,provider_name
